component_id,lot_id,component_type,parameter,value_0h_uA,value_24h_uA,value_96h_uA,value_168h_uA,datasheet_limit_uA,ground_truth_class
C08611,L011,Type_C,leakage_current,9.383,9.654,10.671,11.924,50.0,Healthy
C08612,L012,Type_C,leakage_current,9.077,9.163,9.972,10.761,50.0,Healthy
C08613,L013,Type_B,leakage_current,10.815,11.079,11.647,12.125,50.0,Healthy
C08614,L014,Type_A,leakage_current,10.345,10.417,10.967,11.587,50.0,Healthy
C08615,L015,Type_A,leakage_current,9.838,11.706,31.221,46.516,50.0,Latent_Defect
C08616,L016,Type_C,leakage_current,9.349,9.467,9.594,10.244,50.0,Healthy
C08617,L017,Type_B,leakage_current,11.357,11.582,12.186,12.609,50.0,Healthy
C08618,L018,Type_B,leakage_current,10.413,10.602,10.859,11.175,50.0,Healthy
C08619,L019,Type_B,leakage_current,10.276,10.423,10.891,11.431,50.0,Healthy
C08620,L020,Type_B,leakage_current,11.472,11.463,11.752,12.201,50.0,Healthy
C08621,L021,Type_A,leakage_current,9.642,9.748,10.367,11.039,50.0,Healthy
C08622,L022,Type_A,leakage_current,10.848,13.121,29.58,40.051,50.0,Latent_Defect
C08623,L023,Type_A,leakage_current,9.511,9.715,10.445,11.407,50.0,Healthy
C08624,L024,Type_B,leakage_current,10.481,12.642,26.689,39.852,50.0,Latent_Defect
C08625,L025,Type_A,leakage_current,9.636,9.715,10.569,11.398,50.0,Healthy
C08626,L026,Type_B,leakage_current,10.165,12.24,24.745,36.965,50.0,Latent_Defect
C08627,L027,Type_A,leakage_current,11.072,12.659,26.786,40.382,50.0,Latent_Defect
C08628,L028,Type_A,leakage_current,10.464,10.511,11.078,11.475,50.0,Healthy
C08629,L029,Type_A,leakage_current,9.444,9.774,10.537,11.295,50.0,Healthy
C08630,L030,Type_A,leakage_current,8.747,10.847,27.668,40.118,50.0,Latent_Defect
C08631,L031,Type_C,leakage_current,8.761,8.99,9.407,9.776,50.0,Healthy
C08632,L032,Type_A,leakage_current,8.691,8.882,9.466,10.193,50.0,Healthy
C08633,L033,Type_B,leakage_current,10.589,10.8,11.493,11.902,50.0,Healthy
C08634,L034,Type_C,leakage_current,9.308,9.324,10.202,10.618,50.0,Healthy
C08635,L035,Type_C,leakage_current,8.424,8.822,9.512,10.184,50.0,Healthy
C08636,L036,Type_A,leakage_current,10.495,10.818,11.795,12.719,50.0,Healthy
C08637,L037,Type_A,leakage_current,9.35,13.167,40.637,67.972,50.0,Rapid_Drift
C08638,L038,Type_A,leakage_current,9.976,10.114,10.674,11.37,50.0,Healthy
C08639,L039,Type_A,leakage_current,9.087,9.087,9.648,10.139,50.0,Healthy
C08640,L040,Type_A,leakage_current,11.114,11.236,11.927,12.855,50.0,Healthy
C08641,L041,Type_A,leakage_current,10.01,11.902,25.547,39.461,50.0,Latent_Defect
C08642,L042,Type_A,leakage_current,10.389,10.241,10.871,11.834,50.0,Healthy
C08643,L043,Type_C,leakage_current,9.957,10.034,10.29,10.897,50.0,Healthy
C08644,L044,Type_A,leakage_current,10.622,10.637,11.342,11.787,50.0,Healthy
C08645,L045,Type_C,leakage_current,9.391,9.479,10.234,10.994,50.0,Healthy
C08646,L046,Type_A,leakage_current,8.755,9.02,9.782,10.37,50.0,Healthy
C08647,L047,Type_B,leakage_current,11.559,13.267,26.109,37.994,50.0,Latent_Defect
C08648,L048,Type_A,leakage_current,9.76,12.1,25.569,38.926,50.0,Latent_Defect
C08649,L049,Type_A,leakage_current,8.923,8.891,9.142,9.376,50.0,Healthy
C08650,L050,Type_B,leakage_current,10.485,10.527,10.836,11.384,50.0,Healthy
C08651,L051,Type_A,leakage_current,10.358,10.675,11.089,11.211,50.0,Healthy
C08652,L052,Type_B,leakage_current,12.09,12.419,12.934,13.378,50.0,Healthy
C08653,L053,Type_B,leakage_current,10.837,19.269,44.834,70.678,50.0,Obvious_Failure
C08654,L054,Type_A,leakage_current,9.95,10.11,11.084,11.673,50.0,Healthy
C08655,L055,Type_A,leakage_current,10.036,10.03,10.551,11.006,50.0,Healthy
C08656,L056,Type_A,leakage_current,10.268,10.653,11.149,11.962,50.0,Healthy
C08657,L057,Type_A,leakage_current,9.482,9.769,10.468,11.325,50.0,Healthy
C08658,L058,Type_B,leakage_current,10.123,10.185,10.294,10.971,50.0,Healthy
C08659,L059,Type_B,leakage_current,10.098,10.261,10.944,11.583,50.0,Healthy
C08660,L060,Type_B,leakage_current,11.369,13.935,31.222,49.094,50.0,Rapid_Drift
C08661,L061,Type_B,leakage_current,9.956,10.091,10.697,11.437,50.0,Healthy
C08662,L062,Type_A,leakage_current,9.776,9.843,10.47,10.926,50.0,Healthy
C08663,L063,Type_A,leakage_current,10.109,10.274,11.127,11.902,50.0,Healthy
C08664,L064,Type_B,leakage_current,9.849,10.069,10.601,11.065,50.0,Healthy
C08665,L065,Type_B,leakage_current,10.14,11.975,29.473,44.226,50.0,Latent_Defect
C08666,L066,Type_A,leakage_current,9.834,9.996,10.142,10.257,50.0,Healthy
C08667,L067,Type_C,leakage_current,9.563,9.87,10.929,11.718,50.0,Healthy
C08668,L068,Type_B,leakage_current,10.62,10.77,11.083,11.514,50.0,Healthy
C08669,L069,Type_B,leakage_current,10.603,13.235,27.454,41.321,50.0,Latent_Defect
C08670,L070,Type_B,leakage_current,9.932,9.766,10.049,10.736,50.0,Healthy
C08671,L071,Type_B,leakage_current,10.994,11.171,11.963,12.81,50.0,Healthy
C08672,L072,Type_A,leakage_current,10.174,10.357,10.688,11.106,50.0,Healthy
C08673,L073,Type_B,leakage_current,10.286,10.609,11.347,12.337,50.0,Healthy
C08674,L074,Type_A,leakage_current,10.148,10.313,11.061,12.026,50.0,Healthy
C08675,L075,Type_B,leakage_current,10.276,10.476,11.144,11.843,50.0,Healthy
C08676,L076,Type_C,leakage_current,9.822,15.566,33.325,51.851,50.0,Obvious_Failure
C08677,L077,Type_B,leakage_current,11.579,11.62,12.195,12.65,50.0,Healthy
C08678,L078,Type_C,leakage_current,9.836,10.13,10.268,10.54,50.0,Healthy
C08679,L079,Type_A,leakage_current,10.839,10.986,11.619,12.449,50.0,Healthy
C08680,L080,Type_A,leakage_current,10.907,11.179,11.639,12.55,50.0,Healthy
C08681,L081,Type_B,leakage_current,11.135,13.485,30.684,41.397,50.0,Latent_Defect
C08682,L082,Type_A,leakage_current,9.887,10.002,10.408,10.902,50.0,Healthy
C08683,L083,Type_B,leakage_current,10.455,13.115,38.227,63.283,50.0,Rapid_Drift
C08684,L084,Type_A,leakage_current,10.401,10.577,11.638,12.367,50.0,Healthy
C08685,L085,Type_B,leakage_current,10.325,10.578,11.04,12.176,50.0,Healthy
C08686,L086,Type_A,leakage_current,10.724,11.141,11.755,12.398,50.0,Healthy
C08687,L087,Type_C,leakage_current,8.122,9.397,28.46,47.491,50.0,Latent_Defect
C08688,L088,Type_A,leakage_current,9.651,9.84,10.436,10.956,50.0,Healthy
C08689,L089,Type_A,leakage_current,9.359,9.658,9.86,10.72,50.0,Healthy
C08690,L090,Type_A,leakage_current,10.072,10.243,10.81,11.777,50.0,Healthy
C08691,L091,Type_B,leakage_current,11.011,11.154,11.506,11.861,50.0,Healthy
C08692,L092,Type_B,leakage_current,9.522,9.723,10.082,10.723,50.0,Healthy
C08693,L093,Type_A,leakage_current,10.198,10.398,11.032,11.772,50.0,Healthy
C08694,L094,Type_A,leakage_current,9.98,10.062,10.798,11.51,50.0,Healthy
C08695,L095,Type_B,leakage_current,10.944,11.052,11.87,12.887,50.0,Healthy
C08696,L096,Type_A,leakage_current,10.285,10.365,10.844,11.579,50.0,Healthy
C08697,L097,Type_B,leakage_current,10.064,10.334,10.878,11.374,50.0,Healthy
C08698,L098,Type_B,leakage_current,10.398,10.275,10.723,11.221,50.0,Healthy
C08699,L099,Type_C,leakage_current,9.443,9.415,9.706,9.935,50.0,Healthy
C08700,L100,Type_A,leakage_current,9.894,10.252,11.146,11.638,50.0,Healthy
C08701,L001,Type_A,leakage_current,10.199,10.358,10.582,11.207,50.0,Healthy
C08702,L002,Type_A,leakage_current,9.723,9.905,10.948,11.746,50.0,Healthy
C08703,L003,Type_B,leakage_current,11.262,11.5,12.425,13.149,50.0,Healthy
C08704,L004,Type_B,leakage_current,10.469,10.542,10.743,11.228,50.0,Healthy
C08705,L005,Type_A,leakage_current,10.13,10.024,10.884,11.45,50.0,Healthy
C08706,L006,Type_C,leakage_current,10.973,11.073,11.763,12.371,50.0,Healthy
C08707,L007,Type_A,leakage_current,10.217,10.42,10.702,11.173,50.0,Healthy
C08708,L008,Type_B,leakage_current,11.313,11.46,12.222,12.824,50.0,Healthy
C08709,L009,Type_A,leakage_current,9.453,11.217,25.187,39.059,50.0,Latent_Defect
C08710,L010,Type_B,leakage_current,10.742,10.712,10.928,10.594,50.0,Healthy
C08711,L011,Type_A,leakage_current,10.345,10.462,10.972,11.149,50.0,Healthy
C08712,L012,Type_A,leakage_current,9.996,10.608,11.417,12.427,50.0,Healthy
C08713,L013,Type_A,leakage_current,10.063,10.311,10.778,11.288,50.0,Healthy
C08714,L014,Type_A,leakage_current,9.783,10.036,10.834,12.306,50.0,Healthy
C08715,L015,Type_C,leakage_current,9.07,9.291,10.218,10.938,50.0,Healthy
C08716,L016,Type_A,leakage_current,10.705,10.619,10.684,11.575,50.0,Healthy
C08717,L017,Type_A,leakage_current,10.112,10.521,11.378,11.709,50.0,Healthy
C08718,L018,Type_B,leakage_current,11.561,11.559,12.053,12.383,50.0,Healthy
C08719,L019,Type_A,leakage_current,9.73,12.041,27.177,42.668,50.0,Latent_Defect
C08720,L020,Type_C,leakage_current,9.204,9.541,10.347,11.01,50.0,Healthy
C08721,L021,Type_A,leakage_current,10.198,10.386,10.786,11.401,50.0,Healthy
C08722,L022,Type_A,leakage_current,9.826,9.75,9.712,9.87,50.0,Healthy
C08723,L023,Type_C,leakage_current,8.838,8.79,9.321,10.282,50.0,Healthy
C08724,L024,Type_A,leakage_current,9.419,9.889,10.882,11.853,50.0,Healthy
C08725,L025,Type_A,leakage_current,9.382,9.464,10.258,10.795,50.0,Healthy
C08726,L026,Type_A,leakage_current,9.617,9.883,10.328,11.025,50.0,Healthy
C08727,L027,Type_B,leakage_current,9.99,12.217,30.869,44.889,50.0,Latent_Defect
C08728,L028,Type_C,leakage_current,9.947,10.251,11.281,12.527,50.0,Healthy
C08729,L029,Type_A,leakage_current,10.088,10.172,10.453,10.898,50.0,Healthy
C08730,L030,Type_A,leakage_current,9.959,10.276,11.033,11.488,50.0,Healthy
C08731,L031,Type_B,leakage_current,11.121,11.273,11.898,12.608,50.0,Healthy
C08732,L032,Type_A,leakage_current,9.77,10.013,10.456,10.616,50.0,Healthy
C08733,L033,Type_A,leakage_current,10.178,12.591,29.601,46.638,50.0,Latent_Defect
C08734,L034,Type_C,leakage_current,9.131,9.252,9.692,9.662,50.0,Healthy
C08735,L035,Type_B,leakage_current,11.547,12.906,29.806,44.234,50.0,Latent_Defect
C08736,L036,Type_A,leakage_current,9.343,9.292,9.677,10.057,50.0,Healthy
C08737,L037,Type_C,leakage_current,9.136,10.962,24.957,38.06,50.0,Latent_Defect
C08738,L038,Type_B,leakage_current,9.695,12.715,37.871,63.259,50.0,Rapid_Drift
C08739,L039,Type_B,leakage_current,11.502,11.685,12.115,12.865,50.0,Healthy
C08740,L040,Type_B,leakage_current,9.946,10.102,11.03,12.007,50.0,Healthy
C08741,L041,Type_A,leakage_current,9.18,9.186,9.88,10.365,50.0,Healthy
C08742,L042,Type_A,leakage_current,11.168,11.31,11.439,11.905,50.0,Healthy
C08743,L043,Type_A,leakage_current,9.368,9.518,9.771,10.234,50.0,Healthy
C08744,L044,Type_A,leakage_current,11.008,11.324,11.845,12.391,50.0,Healthy
C08745,L045,Type_C,leakage_current,8.298,8.327,8.444,8.591,50.0,Healthy
C08746,L046,Type_A,leakage_current,9.164,9.385,9.953,10.442,50.0,Healthy
C08747,L047,Type_B,leakage_current,11.771,11.958,12.244,12.599,50.0,Healthy
C08748,L048,Type_C,leakage_current,10.23,10.211,10.34,10.553,50.0,Healthy
C08749,L049,Type_A,leakage_current,10.08,10.154,10.417,11.546,50.0,Healthy
C08750,L050,Type_A,leakage_current,8.86,9.077,9.725,10.449,50.0,Healthy
C08751,L051,Type_A,leakage_current,10.321,10.41,10.758,11.042,50.0,Healthy
C08752,L052,Type_A,leakage_current,10.565,10.648,11.124,11.738,50.0,Healthy
C08753,L053,Type_A,leakage_current,9.01,9.395,10.13,10.696,50.0,Healthy
C08754,L054,Type_B,leakage_current,10.94,10.915,11.561,12.019,50.0,Healthy
C08755,L055,Type_A,leakage_current,9.559,9.649,10.052,10.605,50.0,Healthy
C08756,L056,Type_A,leakage_current,9.325,10.822,25.767,39.786,50.0,Latent_Defect
C08757,L057,Type_B,leakage_current,10.201,10.532,11.446,12.318,50.0,Healthy
C08758,L058,Type_A,leakage_current,9.522,9.566,10.106,10.603,50.0,Healthy
C08759,L059,Type_A,leakage_current,10.164,10.26,10.275,10.644,50.0,Healthy
C08760,L060,Type_A,leakage_current,9.212,9.374,9.978,10.371,50.0,Healthy
C08761,L061,Type_A,leakage_current,10.113,10.351,10.891,11.649,50.0,Healthy
C08762,L062,Type_B,leakage_current,10.7,10.843,11.248,11.528,50.0,Healthy
C08763,L063,Type_B,leakage_current,11.128,12.717,29.275,42.602,50.0,Latent_Defect
C08764,L064,Type_A,leakage_current,8.208,8.321,8.691,9.183,50.0,Healthy
C08765,L065,Type_B,leakage_current,10.689,10.655,11.038,11.513,50.0,Healthy
C08766,L066,Type_C,leakage_current,9.989,10.138,10.794,10.953,50.0,Healthy
C08767,L067,Type_A,leakage_current,8.925,8.91,9.11,9.151,50.0,Healthy
C08768,L068,Type_B,leakage_current,11.185,16.622,32.598,48.709,50.0,Obvious_Failure
C08769,L069,Type_B,leakage_current,11.295,11.52,12.116,12.513,50.0,Healthy
C08770,L070,Type_B,leakage_current,10.591,10.641,10.956,11.376,50.0,Healthy
C08771,L071,Type_A,leakage_current,8.883,9.115,9.454,9.636,50.0,Healthy
C08772,L072,Type_A,leakage_current,9.162,8.985,9.432,10.005,50.0,Healthy
C08773,L073,Type_A,leakage_current,10.008,10.184,10.795,11.455,50.0,Healthy
C08774,L074,Type_B,leakage_current,11.287,17.114,35.063,51.776,50.0,Obvious_Failure
C08775,L075,Type_B,leakage_current,10.53,10.806,11.267,12.042,50.0,Healthy
C08776,L076,Type_C,leakage_current,9.398,11.267,31.523,45.665,50.0,Latent_Defect
C08777,L077,Type_B,leakage_current,11.216,11.47,12.27,13.059,50.0,Healthy
C08778,L078,Type_B,leakage_current,11.326,14.501,31.063,48.547,50.0,Rapid_Drift
C08779,L079,Type_A,leakage_current,9.72,10.094,10.637,11.511,50.0,Healthy
C08780,L080,Type_A,leakage_current,10.296,10.506,11.25,11.686,50.0,Healthy
C08781,L081,Type_A,leakage_current,11.011,11.252,11.841,12.449,50.0,Healthy
C08782,L082,Type_A,leakage_current,9.448,11.937,33.69,54.879,50.0,Rapid_Drift
C08783,L083,Type_B,leakage_current,11.984,12.198,12.878,13.335,50.0,Healthy
C08784,L084,Type_B,leakage_current,11.442,11.47,12.082,12.281,50.0,Healthy
C08785,L085,Type_A,leakage_current,10.867,11.175,11.574,12.572,50.0,Healthy
C08786,L086,Type_A,leakage_current,9.372,9.42,9.714,10.253,50.0,Healthy
C08787,L087,Type_A,leakage_current,10.506,10.684,11.221,12.064,50.0,Healthy
C08788,L088,Type_B,leakage_current,11.935,12.025,12.861,13.513,50.0,Healthy
C08789,L089,Type_C,leakage_current,9.766,10.132,10.695,11.669,50.0,Healthy
C08790,L090,Type_A,leakage_current,9.439,9.788,10.236,10.818,50.0,Healthy
C08791,L091,Type_A,leakage_current,9.048,9.19,9.946,10.877,50.0,Healthy
C08792,L092,Type_A,leakage_current,10.461,12.425,29.6,46.352,50.0,Latent_Defect
C08793,L093,Type_A,leakage_current,8.258,8.708,9.382,9.923,50.0,Healthy
C08794,L094,Type_C,leakage_current,8.345,8.609,9.564,10.347,50.0,Healthy
C08795,L095,Type_C,leakage_current,10.058,10.167,10.589,10.914,50.0,Healthy
C08796,L096,Type_A,leakage_current,9.652,9.722,9.947,10.11,50.0,Healthy
C08797,L097,Type_A,leakage_current,10.125,10.483,11.118,11.542,50.0,Healthy
C08798,L098,Type_C,leakage_current,9.181,9.638,10.292,10.746,50.0,Healthy
C08799,L099,Type_A,leakage_current,10.657,10.967,12.034,12.541,50.0,Healthy
C08800,L100,Type_A,leakage_current,10.071,10.328,11.544,12.207,50.0,Healthy
C08801,L001,Type_B,leakage_current,10.432,10.505,11.104,11.482,50.0,Healthy
C08802,L002,Type_A,leakage_current,10.474,10.75,11.628,12.59,50.0,Healthy
C08803,L003,Type_B,leakage_current,10.835,11.005,11.774,12.264,50.0,Healthy
C08804,L004,Type_A,leakage_current,9.162,9.232,9.329,9.873,50.0,Healthy
C08805,L005,Type_C,leakage_current,9.81,10.064,10.584,10.901,50.0,Healthy
C08806,L006,Type_A,leakage_current,10.613,13.933,38.825,63.395,50.0,Rapid_Drift
C08807,L007,Type_A,leakage_current,9.221,9.453,9.94,10.541,50.0,Healthy
C08808,L008,Type_B,leakage_current,10.778,10.722,11.498,12.264,50.0,Healthy
C08809,L009,Type_B,leakage_current,10.715,10.801,11.126,11.648,50.0,Healthy
C08810,L010,Type_A,leakage_current,9.601,9.466,9.746,9.853,50.0,Healthy
C08811,L011,Type_A,leakage_current,10.166,10.385,10.867,11.754,50.0,Healthy
C08812,L012,Type_A,leakage_current,9.891,9.921,10.748,11.098,50.0,Healthy
C08813,L013,Type_A,leakage_current,10.118,10.375,11.169,12.0,50.0,Healthy
C08814,L014,Type_A,leakage_current,10.007,11.64,28.001,42.914,50.0,Latent_Defect
C08815,L015,Type_A,leakage_current,8.734,8.877,9.599,10.213,50.0,Healthy
C08816,L016,Type_A,leakage_current,11.388,11.516,11.841,12.611,50.0,Healthy
C08817,L017,Type_B,leakage_current,9.784,10.099,10.785,11.546,50.0,Healthy
C08818,L018,Type_A,leakage_current,9.504,9.65,10.137,10.867,50.0,Healthy
C08819,L019,Type_A,leakage_current,10.802,11.169,11.993,12.409,50.0,Healthy
C08820,L020,Type_A,leakage_current,9.542,9.83,10.604,11.585,50.0,Healthy
C08821,L021,Type_A,leakage_current,10.685,10.95,11.453,12.085,50.0,Healthy
C08822,L022,Type_A,leakage_current,10.164,10.517,11.279,11.948,50.0,Healthy
C08823,L023,Type_A,leakage_current,9.057,9.074,9.595,9.581,50.0,Healthy
C08824,L024,Type_C,leakage_current,9.015,10.8,25.967,41.433,50.0,Latent_Defect
C08825,L025,Type_A,leakage_current,9.925,10.303,10.937,11.696,50.0,Healthy
C08826,L026,Type_A,leakage_current,9.724,9.895,10.391,10.96,50.0,Healthy
C08827,L027,Type_A,leakage_current,10.428,10.85,11.531,12.058,50.0,Healthy
C08828,L028,Type_A,leakage_current,9.095,9.069,9.433,9.593,50.0,Healthy
C08829,L029,Type_A,leakage_current,9.743,9.969,10.759,11.575,50.0,Healthy
C08830,L030,Type_C,leakage_current,9.555,9.836,11.167,12.174,50.0,Healthy
C08831,L031,Type_A,leakage_current,9.86,9.977,10.723,11.065,50.0,Healthy
C08832,L032,Type_A,leakage_current,10.843,10.979,11.342,11.93,50.0,Healthy
C08833,L033,Type_B,leakage_current,11.532,11.817,11.976,12.296,50.0,Healthy
C08834,L034,Type_B,leakage_current,11.525,11.643,12.183,13.007,50.0,Healthy
C08835,L035,Type_A,leakage_current,11.187,11.391,11.508,11.884,50.0,Healthy
C08836,L036,Type_A,leakage_current,9.591,9.552,9.964,10.137,50.0,Healthy
C08837,L037,Type_A,leakage_current,9.711,9.99,10.806,11.436,50.0,Healthy
C08838,L038,Type_A,leakage_current,10.631,10.872,11.407,11.743,50.0,Healthy
C08839,L039,Type_A,leakage_current,9.161,11.487,29.718,40.433,50.0,Latent_Defect
C08840,L040,Type_A,leakage_current,10.039,10.492,11.054,11.527,50.0,Healthy
C08841,L041,Type_A,leakage_current,9.607,9.761,10.77,11.849,50.0,Healthy
C08842,L042,Type_C,leakage_current,9.142,9.178,9.367,9.501,50.0,Healthy
C08843,L043,Type_C,leakage_current,9.272,9.474,9.975,10.553,50.0,Healthy
C08844,L044,Type_B,leakage_current,10.377,10.501,11.189,12.072,50.0,Healthy
C08845,L045,Type_A,leakage_current,9.141,9.351,9.87,10.722,50.0,Healthy
C08846,L046,Type_A,leakage_current,9.863,10.189,11.093,11.491,50.0,Healthy
C08847,L047,Type_A,leakage_current,9.041,9.128,9.592,10.073,50.0,Healthy
C08848,L048,Type_B,leakage_current,11.424,11.602,12.537,13.069,50.0,Healthy
C08849,L049,Type_A,leakage_current,9.542,9.637,10.438,11.037,50.0,Healthy
C08850,L050,Type_B,leakage_current,11.76,12.086,12.509,13.348,50.0,Healthy
C08851,L051,Type_A,leakage_current,9.244,9.563,10.258,11.185,50.0,Healthy
C08852,L052,Type_A,leakage_current,9.008,9.189,9.64,9.838,50.0,Healthy
C08853,L053,Type_A,leakage_current,10.102,10.26,11.009,11.795,50.0,Healthy
C08854,L054,Type_A,leakage_current,10.764,19.171,45.033,70.859,50.0,Obvious_Failure
C08855,L055,Type_A,leakage_current,10.239,10.341,10.861,11.089,50.0,Healthy
C08856,L056,Type_B,leakage_current,10.005,18.857,44.607,71.041,50.0,Obvious_Failure
C08857,L057,Type_B,leakage_current,10.472,10.96,11.255,11.976,50.0,Healthy
C08858,L058,Type_A,leakage_current,10.315,10.389,10.965,11.123,50.0,Healthy
C08859,L059,Type_B,leakage_current,10.345,10.438,10.596,11.406,50.0,Healthy
C08860,L060,Type_A,leakage_current,10.445,10.382,11.279,12.029,50.0,Healthy
C08861,L061,Type_A,leakage_current,9.954,10.097,10.783,11.292,50.0,Healthy
C08862,L062,Type_C,leakage_current,10.018,10.2,11.027,11.642,50.0,Healthy
C08863,L063,Type_C,leakage_current,9.983,10.298,10.9,11.347,50.0,Healthy
C08864,L064,Type_A,leakage_current,8.927,9.021,9.291,9.64,50.0,Healthy
C08865,L065,Type_A,leakage_current,10.631,10.833,11.259,11.637,50.0,Healthy
C08866,L066,Type_B,leakage_current,9.945,10.241,11.044,11.832,50.0,Healthy
C08867,L067,Type_A,leakage_current,10.836,13.705,37.552,61.62,50.0,Rapid_Drift
C08868,L068,Type_A,leakage_current,10.335,10.582,11.357,11.933,50.0,Healthy
C08869,L069,Type_B,leakage_current,11.48,11.833,12.65,13.31,50.0,Healthy
C08870,L070,Type_C,leakage_current,8.698,8.584,9.107,9.225,50.0,Healthy
C08871,L071,Type_C,leakage_current,8.714,9.026,9.576,10.267,50.0,Healthy
C08872,L072,Type_A,leakage_current,9.691,9.93,10.578,11.461,50.0,Healthy
C08873,L073,Type_A,leakage_current,10.489,10.949,11.423,12.233,50.0,Healthy
C08874,L074,Type_A,leakage_current,8.468,8.817,9.254,9.836,50.0,Healthy
C08875,L075,Type_C,leakage_current,9.402,9.543,9.714,9.659,50.0,Healthy
C08876,L076,Type_B,leakage_current,10.185,10.138,10.843,11.282,50.0,Healthy
C08877,L077,Type_C,leakage_current,9.236,9.383,9.588,9.853,50.0,Healthy
C08878,L078,Type_B,leakage_current,11.196,11.445,11.961,12.797,50.0,Healthy
C08879,L079,Type_A,leakage_current,10.198,10.376,10.802,10.757,50.0,Healthy
C08880,L080,Type_A,leakage_current,9.484,9.606,10.003,10.552,50.0,Healthy
C08881,L081,Type_A,leakage_current,9.629,9.705,9.941,10.146,50.0,Healthy
C08882,L082,Type_A,leakage_current,9.936,11.276,31.581,41.35,50.0,Latent_Defect
C08883,L083,Type_A,leakage_current,9.718,12.112,32.314,52.392,50.0,Rapid_Drift
C08884,L084,Type_A,leakage_current,10.069,10.321,10.438,10.723,50.0,Healthy
C08885,L085,Type_A,leakage_current,10.405,12.884,27.962,41.101,50.0,Latent_Defect
C08886,L086,Type_B,leakage_current,11.189,11.255,11.654,11.953,50.0,Healthy
C08887,L087,Type_C,leakage_current,9.309,9.698,10.323,10.925,50.0,Healthy
C08888,L088,Type_B,leakage_current,9.192,9.484,10.2,10.97,50.0,Healthy
C08889,L089,Type_C,leakage_current,9.631,9.813,9.959,10.513,50.0,Healthy
C08890,L090,Type_B,leakage_current,10.754,11.198,11.712,12.102,50.0,Healthy
C08891,L091,Type_B,leakage_current,9.309,9.446,10.282,10.947,50.0,Healthy
C08892,L092,Type_B,leakage_current,10.479,12.643,31.705,42.565,50.0,Latent_Defect
C08893,L093,Type_A,leakage_current,9.648,9.595,10.048,10.454,50.0,Healthy
C08894,L094,Type_B,leakage_current,11.012,11.33,12.007,12.772,50.0,Healthy
C08895,L095,Type_A,leakage_current,9.556,9.881,10.57,11.222,50.0,Healthy
C08896,L096,Type_A,leakage_current,10.502,10.76,11.247,12.03,50.0,Healthy
C08897,L097,Type_B,leakage_current,11.328,11.656,12.266,12.973,50.0,Healthy
C08898,L098,Type_C,leakage_current,8.733,9.052,10.245,11.165,50.0,Healthy
C08899,L099,Type_A,leakage_current,9.909,17.191,38.647,60.113,50.0,Obvious_Failure
C08900,L100,Type_A,leakage_current,9.546,9.834,10.819,11.694,50.0,Healthy
C08901,L001,Type_A,leakage_current,10.367,10.567,11.104,11.354,50.0,Healthy
C08902,L002,Type_A,leakage_current,9.929,13.372,30.135,46.672,50.0,Rapid_Drift
C08903,L003,Type_A,leakage_current,11.328,11.309,12.065,13.104,50.0,Healthy
C08904,L004,Type_A,leakage_current,10.986,11.329,12.012,13.073,50.0,Healthy
C08905,L005,Type_A,leakage_current,10.077,10.246,11.216,11.753,50.0,Healthy
C08906,L006,Type_C,leakage_current,8.361,15.798,38.998,60.95,50.0,Obvious_Failure
C08907,L007,Type_B,leakage_current,11.027,12.873,29.697,47.116,50.0,Latent_Defect
C08908,L008,Type_A,leakage_current,10.698,12.072,25.429,38.729,50.0,Latent_Defect
C08909,L009,Type_C,leakage_current,8.673,8.595,9.306,9.886,50.0,Healthy
C08910,L010,Type_A,leakage_current,10.068,10.164,11.034,11.804,50.0,Healthy
C08911,L011,Type_B,leakage_current,11.318,11.598,12.144,13.019,50.0,Healthy
C08912,L012,Type_A,leakage_current,10.112,10.471,11.26,11.59,50.0,Healthy
C08913,L013,Type_B,leakage_current,10.434,10.622,11.579,12.23,50.0,Healthy
C08914,L014,Type_B,leakage_current,11.313,11.647,12.147,12.63,50.0,Healthy
C08915,L015,Type_A,leakage_current,10.007,10.399,11.237,11.854,50.0,Healthy
C08916,L016,Type_A,leakage_current,10.384,15.958,31.977,48.219,50.0,Obvious_Failure
C08917,L017,Type_A,leakage_current,10.55,10.916,11.588,12.614,50.0,Healthy
C08918,L018,Type_C,leakage_current,9.218,9.476,9.991,10.301,50.0,Healthy
C08919,L019,Type_C,leakage_current,8.402,10.65,27.512,44.428,50.0,Latent_Defect
C08920,L020,Type_A,leakage_current,9.948,12.96,33.803,54.773,50.0,Rapid_Drift
C08921,L021,Type_A,leakage_current,10.74,10.831,11.161,11.742,50.0,Healthy
C08922,L022,Type_A,leakage_current,9.979,10.062,10.567,11.164,50.0,Healthy
C08923,L023,Type_A,leakage_current,9.908,10.119,10.33,10.624,50.0,Healthy
C08924,L024,Type_A,leakage_current,9.135,9.267,9.772,10.228,50.0,Healthy
C08925,L025,Type_C,leakage_current,10.13,10.324,10.8,11.032,50.0,Healthy
C08926,L026,Type_B,leakage_current,11.398,11.502,11.866,12.765,50.0,Healthy
C08927,L027,Type_C,leakage_current,8.485,10.688,30.84,46.052,50.0,Latent_Defect
C08928,L028,Type_A,leakage_current,10.032,10.192,10.534,10.78,50.0,Healthy
C08929,L029,Type_A,leakage_current,10.095,10.373,11.093,11.916,50.0,Healthy
